                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0884,                 1.6435,                 1.4547,                0.61612,                0.56489,                0.58873,                0.29604,                 1.3449,                 2.4181,                 2.0521,             0.00066258,             0.00066258,             0.00066258
